
# McMurdo Dry Valleys LTER - www.mcmlter.org
# 
#########################################################################################
# MCM LTER data may be used freely with the following restrictions:
# -The Principal Investigator be sent a notice stating reasons for 
# 	acquiring any data and a description of the publication intentions.
# -The Principal Investigator of the data set be sent a copy of any
# 	report or manuscript prior to submission and be adequately cited
# 	in any resultant publications.
# -A copy of any resultant publications should be sent to the MCM LTER data
# 	manager and PI.
# -The end-user follow the guidelines set forth in the LTER Network Data Access Policy, 
#	Data Access Requirements, and General Data Use Agreement found at:
# 	http://www.mcmlter.org/data_guidelines.htm
#########################################################################################
# 
# DESCRIPTION OF COLUMN HEADERS:
# 
# All meteorological stations contain the following column headers:
# METLOCID		Met Station ID - see www.mcmlter.org/data/meteorology/locations/metlocs.html for more info
# DATE_TIME		Date and 24 Hour Time
# 
# The remaining columns depend on the parameters measured at the station and will have a statistic,
# 	followed by and underscore, followed by the parameter:
# 
# Statistics:
# MEAN		Daily/Monthly Mean
# STDDEV	Daily/Monthly Standard Deviation
# MIN		Minimum Daily/Monthly Value
# MAX		Maximum Daily/Monthly Value
# N		Number of Observations (N_COMMENTS = the number of comments. If > 0 refer to original 15-minute data)
# 
# Query Executed: 2015-11-11 19:14:20.0
# 
# METADATA URLs (copy and paste these links into your web browser):
# 
# Beacon Valley Station General Metadata: 
# http://mcm.lternet.edu/content/beacon-valley-meteorological-station-measurements
# Units and Column Descriptions for BENM_AIRT:
# http://mcm.lternet.edu/content/BENMAIRT
# 

METLOCID,DATE_TIME,AVG_AIRT3M,STD_AIRT3M,MIN_AIRT3M,MAX_AIRT3M,N_AIRT3M
BENM,01/30/2009,-11.38625,1.119983,-13.77,-9.74,96
BENM,01/31/2009,-11.282083,.968967,-12.86,-9.83,96
BENM,02/01/2009,-9.610625,1.585118,-12.16,-6.94,96
BENM,02/02/2009,-8.472083,1.861187,-11.63,-5.69,96
BENM,02/03/2009,-8.230729,2.244877,-12.19,-3.94,96
BENM,02/04/2009,-4.502083,2.278318,-8.47,-1.08,96
BENM,02/05/2009,-8.386771,1.100134,-10.58,-5.33,96
BENM,02/06/2009,-10.359479,.973431,-12.36,-8.98,96
BENM,02/07/2009,-13.104896,1.1764,-15.16,-11.06,96
BENM,02/08/2009,-13.69125,1.199281,-15.29,-11.5,96
BENM,02/09/2009,-14.404583,.307019,-14.88,-13.52,96
BENM,02/10/2009,-13.701042,2.052977,-16.93,-10.61,96
BENM,02/11/2009,-12.705104,1.416767,-14.68,-10.35,96
BENM,02/12/2009,-13.685625,1.208333,-15.48,-11.77,96
BENM,02/13/2009,-16.995313,1.369292,-19.54,-15.14,96
BENM,02/14/2009,-19.724063,1.104865,-21.77,-17.98,96
BENM,02/15/2009,-18.688542,2.620405,-22.97,-15.34,96
BENM,02/16/2009,-16.981458,1.202986,-19.21,-14.91,96
BENM,02/17/2009,-17.749792,4.125112,-23.39,-8.95,96
BENM,02/18/2009,-20.599167,3.81748,-26.51,-11.6,96
BENM,02/19/2009,-22.16125,3.363769,-26.9,-13.92,96
BENM,02/20/2009,-21.705208,3.954993,-27.46,-12.58,96
BENM,02/21/2009,-17.981979,1.76668,-21.65,-14.37,96
BENM,02/22/2009,-21.619479,1.485397,-24.85,-19.07,96
BENM,02/23/2009,-23.498646,2.599292,-27.6,-17.96,96
BENM,02/24/2009,-22.042604,3.749349,-27.01,-13.79,96
BENM,02/25/2009,-21.646667,3.000185,-26.5,-15.68,96
BENM,02/26/2009,-22.090521,3.192476,-27.07,-16.9,96
BENM,02/27/2009,-19.173958,3.097417,-24.43,-13.81,96
BENM,02/28/2009,-19.685313,2.851389,-24.68,-14.15,96
BENM,03/01/2009,-18.225521,4.659995,-25.36,-12.04,96
BENM,03/02/2009,-15.351146,2.223615,-20.33,-9.74,96
BENM,03/03/2009,-18.877083,1.162711,-22.02,-16.57,96
BENM,03/04/2009,-21.197813,2.617657,-25.1,-15.53,96
BENM,03/05/2009,-22.242292,2.801583,-27.07,-17.86,96
BENM,03/06/2009,-21.519583,2.715481,-26.69,-16.14,96
BENM,03/07/2009,-21.586042,3.669396,-26.7,-14.47,96
BENM,03/08/2009,-21.294479,3.600163,-26.08,-15.01,96
BENM,03/09/2009,-21.604896,3.062454,-25.51,-14.95,96
BENM,03/10/2009,-21.508958,3.861249,-26.22,-14.19,96
BENM,03/11/2009,-23.839792,2.383405,-27,-17.82,96
BENM,03/12/2009,-24.966354,3.484469,-30.12,-19.48,96
BENM,03/13/2009,-16.828542,3.794789,-25.04,-11.2,96
BENM,03/14/2009,-20.650208,2.076906,-24.76,-15.73,96
BENM,03/15/2009,-24.494271,3.13107,-29.07,-17.2,96
BENM,03/16/2009,-28.957708,1.755348,-32.1,-25.26,96
BENM,03/17/2009,-29.354896,2.668407,-33,-23.48,96
BENM,03/18/2009,-28.265104,2.632052,-32.67,-21.58,96
BENM,03/19/2009,-27.64375,3.256892,-31.7,-19.62,96
BENM,03/20/2009,-25.840521,4.060055,-31.04,-17.66,96
BENM,03/21/2009,-23.873125,1.566987,-27.12,-21.13,96
BENM,03/22/2009,-22.343542,2.143793,-27.55,-18.69,96
BENM,03/23/2009,-25.167083,1.800013,-27.93,-21.45,96
BENM,03/24/2009,-26.814583,2.045778,-30.34,-21.56,96
BENM,03/25/2009,-22.997083,1.195205,-27.5,-21.56,96
BENM,03/26/2009,-22.708333,3.380401,-28.76,-18.61,96
BENM,03/27/2009,-18.975104,.732344,-20.67,-18.09,96
BENM,03/28/2009,-22.413542,2.094625,-26.83,-18.2,96
BENM,03/29/2009,-24.07875,3.008547,-28.37,-17.03,96
BENM,03/30/2009,-23.789063,2.256397,-28.48,-19.96,96
BENM,03/31/2009,-26.135938,2.437876,-31.25,-21.8,96
BENM,04/01/2009,-23.887292,4.155045,-31.18,-17.92,96
BENM,04/02/2009,-27.006771,1.396376,-28.93,-22.27,96
BENM,04/03/2009,-22.592604,2.956196,-28.42,-18.84,96
BENM,04/04/2009,-20.864167,1.501857,-23.99,-18.51,96
BENM,04/05/2009,-22.687083,1.11776,-24.93,-20.74,96
BENM,04/06/2009,-25.009167,1.976194,-29.16,-20.57,96
BENM,04/07/2009,-21.374792,2.815045,-28.45,-17.63,96
BENM,04/08/2009,-26.498542,2.247249,-31.08,-22.59,96
BENM,04/09/2009,-29.036458,2.031656,-32.12,-24.6,96
BENM,04/10/2009,-23.848958,3.786353,-29.28,-18.92,96
BENM,04/11/2009,-25.383646,2.202832,-29.85,-21.65,96
BENM,04/12/2009,-24.448646,1.620589,-26.74,-21.96,96
BENM,04/13/2009,-21.130104,.533539,-22.59,-19.73,96
BENM,04/14/2009,-19.925938,.798211,-21.3,-17.58,96
BENM,04/15/2009,-25.198854,2.704918,-30.5,-20.87,96
BENM,04/16/2009,-32.102917,1.164316,-34.74,-29.81,96
BENM,04/17/2009,-32.283229,1.577004,-35.31,-28.03,96
BENM,04/18/2009,-32.67875,1.055995,-34.53,-30.14,96
BENM,04/19/2009,-26.157604,3.609745,-34.53,-22.91,96
BENM,04/20/2009,-21.312604,1.487885,-24.21,-18.52,96
BENM,04/21/2009,-20.075625,.700137,-21.44,-18.32,96
BENM,04/22/2009,-17.758542,1.263269,-20.93,-16.49,96
BENM,04/23/2009,-18.52375,.590889,-19.66,-17.12,96
BENM,04/24/2009,-19.662813,.581743,-20.71,-18.46,96
BENM,04/25/2009,-22.590729,1.987346,-27.56,-19.06,96
BENM,04/26/2009,-29.980521,1.162705,-32.41,-27.52,96
BENM,04/27/2009,-28.962813,1.584514,-31.33,-25.16,96
BENM,04/28/2009,-30.587604,1.223752,-32.95,-27.38,96
BENM,04/29/2009,-22.297813,4.653349,-32.19,-17.07,96
BENM,04/30/2009,-19.418333,3.465312,-27.44,-14.78,96
BENM,05/01/2009,-24.580625,1.67371,-27.44,-21.02,96
BENM,05/02/2009,-26.763958,1.75972,-28.93,-21.48,96
BENM,05/03/2009,-18.609688,2.264273,-23.63,-15.53,96
BENM,05/04/2009,-21.270417,2.473938,-24.88,-15.73,96
BENM,05/05/2009,-23.781563,1.546665,-26.89,-19.66,96
BENM,05/06/2009,-23.852292,2.784587,-28.98,-19.16,96
BENM,05/07/2009,-28.386042,.946113,-30.36,-25.29,96
BENM,05/08/2009,-30.320729,.704029,-31.69,-28.15,96
BENM,05/09/2009,-31.738438,1.146656,-34.55,-29.63,96
BENM,05/10/2009,-36.280833,.996371,-37.96,-33.38,96
BENM,05/11/2009,-35.243229,1.969458,-37.59,-29.03,96
BENM,05/12/2009,-23.268958,2.219486,-29.71,-19.01,96
BENM,05/13/2009,-28.816563,2.243546,-32.5,-23.28,96
BENM,05/14/2009,-34.962083,1.039331,-37.15,-32.98,96
BENM,05/15/2009,-35.027917,1.25334,-37.1,-30.87,96
BENM,05/16/2009,-32.161875,1.305502,-34.54,-28.76,96
BENM,05/17/2009,-34.541771,.805569,-36.94,-32.3,96
BENM,05/18/2009,-35.664896,1.731645,-39.31,-32.59,96
BENM,05/19/2009,-37.298229,1.102927,-40,-34.63,96
BENM,05/20/2009,-36.3575,2.604686,-42.33,-32.59,96
BENM,05/21/2009,-29.081354,3.848066,-35.35,-23.89,96
BENM,05/22/2009,-34.945521,1.071527,-37.09,-32.41,96
BENM,05/23/2009,-34.144792,.964901,-35.8,-31.31,96
BENM,05/24/2009,-35.125521,1.717357,-38.6,-31.23,96
BENM,05/25/2009,-23.835,4.136724,-34.05,-19.08,96
BENM,05/26/2009,-18.578229,2.386614,-22.24,-14.88,96
BENM,05/27/2009,-25.779479,3.869893,-31.61,-18.16,96
BENM,05/28/2009,-16.168646,1.60006,-19.47,-13.29,96
BENM,05/29/2009,-24.176146,2.557212,-28.02,-18.59,96
BENM,05/30/2009,-21.989479,1.201048,-24.89,-20.29,96
BENM,05/31/2009,-26.642604,2.780522,-30.78,-20.93,96
BENM,06/01/2009,-25.644063,5.770502,-31.93,-16.12,96
BENM,06/02/2009,-19.0175,1.999476,-23.32,-16.08,96
BENM,06/03/2009,-25.388854,1.472746,-28.94,-23.52,96
BENM,06/04/2009,-25.627083,1.651619,-28.74,-21.8,96
BENM,06/05/2009,-23.880313,1.682243,-26.5,-20.68,96
BENM,06/06/2009,-28.733646,1.873184,-32.37,-25.07,96
BENM,06/07/2009,-35.679479,1.378567,-38.21,-31.11,96
BENM,06/08/2009,-38.555,.618569,-40.03,-37.1,96
BENM,06/09/2009,-36.519792,2.30464,-40.12,-31.73,96
BENM,06/10/2009,-40.600625,1.681495,-43.27,-36.01,96
BENM,06/11/2009,-40.512813,.866065,-42.38,-38.09,96
BENM,06/12/2009,-39.91375,1.221297,-42.34,-36.26,96
BENM,06/13/2009,-37.285521,2.174108,-40.83,-31.05,96
BENM,06/14/2009,-33.167917,2.134612,-38.6,-28.9,96
BENM,06/15/2009,-29.569375,2.91455,-35.37,-23.39,96
BENM,06/16/2009,-32.670833,1.65338,-35.83,-28.19,96
BENM,06/17/2009,-30.781563,1.78057,-34.01,-27.12,96
BENM,06/18/2009,-30.536146,3.6668,-35.12,-21.82,96
BENM,06/19/2009,-23.089271,3.364225,-33.69,-19.1,96
BENM,06/20/2009,-18.056458,1.254539,-21.29,-13.62,96
BENM,06/21/2009,-19.164479,4.924113,-29.07,-12.27,96
BENM,06/22/2009,-28.788333,3.068772,-33.38,-22.99,96
BENM,06/23/2009,-23.0025,.699061,-24.67,-21.52,96
BENM,06/24/2009,-21.410729,1.062923,-23.87,-19.3,96
BENM,06/25/2009,-19.616979,1.54799,-23.64,-17.3,96
BENM,06/26/2009,-20.604375,1.944959,-23.76,-17.66,96
BENM,06/27/2009,-20.742396,1.51144,-23.39,-17.05,96
BENM,06/28/2009,-26.874896,2.224796,-30.83,-17.81,96
BENM,06/29/2009,-26.010104,3.33772,-30.27,-18.93,96
BENM,06/30/2009,-17.753542,2.023394,-20.82,-13.51,96
BENM,07/01/2009,-18.187917,2.348809,-22.38,-14.04,96
BENM,07/02/2009,-16.90375,2.333468,-20.4,-10.03,96
BENM,07/03/2009,-13.005104,1.293247,-16.45,-11.18,96
BENM,07/04/2009,-12.605,4.198401,-20.95,-5.03,96
BENM,07/05/2009,-29.754792,4.209239,-37.53,-19.65,96
BENM,07/06/2009,-28.874375,1.992627,-33.17,-26.05,96
BENM,07/07/2009,-33.40625,1.170444,-35.85,-30.99,96
BENM,07/08/2009,-33.386667,1.183293,-35.59,-31.02,96
BENM,07/09/2009,-30.758542,1.662939,-34.83,-28.27,96
BENM,07/10/2009,-29.669583,3.455203,-36.06,-23.11,96
BENM,07/11/2009,-29.723438,3.837143,-36.94,-23.22,96
BENM,07/12/2009,-31.675938,1.895354,-34.83,-26.36,96
BENM,07/13/2009,-28.601458,2.158397,-31.91,-24.58,96
BENM,07/14/2009,-31.976563,1.140238,-34.53,-28.02,96
BENM,07/15/2009,-32.547917,2.084555,-36.41,-28.33,96
BENM,07/16/2009,-32.873229,1.348056,-34.94,-28.34,96
BENM,07/17/2009,-34.343438,.83393,-35.98,-32.27,96
BENM,07/18/2009,-34.990104,1.087806,-38.24,-32.31,96
BENM,07/19/2009,-33.3425,1.476329,-35.83,-29.54,96
BENM,07/20/2009,-33.672604,1.139591,-35.67,-30.61,96
BENM,07/21/2009,-29.397708,2.646494,-34.04,-24.47,96
BENM,07/22/2009,-17.116667,3.327644,-25.97,-11.66,96
BENM,07/23/2009,-11.1125,.890869,-14.02,-9.86,96
BENM,07/24/2009,-20.159792,5.022301,-26.77,-10.44,96
BENM,07/25/2009,-26.652917,1.02416,-28.77,-24.11,96
BENM,07/26/2009,-29.781042,.794435,-31.38,-27.86,96
BENM,07/27/2009,-29.230938,2.518813,-32.9,-22.94,96
BENM,07/28/2009,-26.760104,3.629424,-32.71,-21.59,96
BENM,07/29/2009,-23.600104,1.151843,-25.84,-21.12,96
BENM,07/30/2009,-29.708438,4.08859,-37.02,-22.7,96
BENM,07/31/2009,-38.149583,.955069,-39.84,-34.93,96
BENM,08/01/2009,-35.33375,2.194369,-39.16,-31.05,96
BENM,08/02/2009,-25.807292,2.186887,-31.81,-22.2,96
BENM,08/03/2009,-26.916563,1.969868,-29.73,-22.15,96
BENM,08/04/2009,-27.970729,4.392793,-34.5,-22.03,96
BENM,08/05/2009,-26.314167,2.530582,-34.01,-23.44,96
BENM,08/06/2009,-24.556667,2.743417,-29.23,-20.25,96
BENM,08/07/2009,-23.896458,1.32989,-27.3,-20.09,96
BENM,08/08/2009,-29.041771,1.341938,-32.12,-25.85,96
BENM,08/09/2009,-28.996354,1.999663,-34.16,-25.96,96
BENM,08/10/2009,-29.041563,2.726053,-35.12,-22.45,96
BENM,08/11/2009,-36.630417,3.597781,-41.51,-29.71,96
BENM,08/12/2009,-27.389167,.94706,-29.76,-24.91,96
BENM,08/13/2009,-23.749896,1.848193,-26.45,-20.2,96
BENM,08/14/2009,-22.810104,3.558105,-30.43,-18.87,96
BENM,08/15/2009,-29.649583,1.158615,-31.9,-26.34,96
BENM,08/16/2009,-32.580625,1.018125,-34.74,-29.49,96
BENM,08/17/2009,-35.280104,1.204304,-38.06,-31.73,96
BENM,08/18/2009,-35.189167,1.61021,-38.3,-32.1,96
BENM,08/19/2009,-33.958125,1.136567,-35.98,-30.89,96
BENM,08/20/2009,-27.693229,2.856065,-33.69,-22.9,96
BENM,08/21/2009,-24.828646,1.862342,-29.7,-21.69,96
BENM,08/22/2009,-25.505104,2.001529,-29.26,-21.86,96
BENM,08/23/2009,-26.498646,1.913215,-30.42,-21.76,96
BENM,08/24/2009,-36.061979,2.337332,-38.76,-28.7,96
BENM,08/25/2009,-29.857708,4.046785,-37.12,-21.6,96
BENM,08/26/2009,-30.068958,2.444296,-33.24,-21.32,96
BENM,08/27/2009,-27.738125,3.170453,-33.55,-19.3,96
BENM,08/28/2009,-30.289167,3.051172,-34.88,-24.74,96
BENM,08/29/2009,-27.132708,3.069807,-33.77,-21.91,96
BENM,08/30/2009,-29.862813,3.26068,-37.58,-24.92,96
BENM,08/31/2009,-40.204583,1.310208,-43.31,-36.44,96
BENM,09/01/2009,-42.457917,1.625356,-44.64,-38.12,96
BENM,09/02/2009,-42.575208,.982315,-44.54,-40.32,96
BENM,09/03/2009,-41.703854,1.118117,-43.77,-38.01,96
BENM,09/04/2009,-28.995104,7.990124,-41.69,-19.79,96
BENM,09/05/2009,-21.159688,1.805413,-25.21,-17.61,96
BENM,09/06/2009,-27.321042,2.614214,-32.27,-22.59,96
BENM,09/07/2009,-28.841354,5.609406,-37,-22.61,96
BENM,09/08/2009,-25.598333,1.573845,-28.68,-22.3,96
BENM,09/09/2009,-22.235,2.479333,-28.65,-16.66,96
BENM,09/10/2009,-30.453646,1.985238,-33.93,-25.9,96
BENM,09/11/2009,-32.432083,.98117,-35.16,-30.65,96
BENM,09/12/2009,-24.895729,5.508541,-32.56,-15.86,96
BENM,09/13/2009,-15.126979,4.612417,-21.61,-8.05,96
BENM,09/14/2009,-14.599583,1.390977,-17.85,-11.5,96
BENM,09/15/2009,-22.327604,6.272638,-32.35,-15.04,96
BENM,09/16/2009,-28.988229,3.161236,-34.34,-23.99,96
BENM,09/17/2009,-24.718542,4.950159,-33.68,-19.8,96
BENM,09/18/2009,-24.760104,2.491927,-29.35,-18.06,96
BENM,09/19/2009,-25.475417,2.814132,-29.95,-17.93,96
BENM,09/20/2009,-24.25875,3.209282,-29.15,-16.67,96
BENM,09/21/2009,-26.938333,2.610945,-31.35,-19.52,96
BENM,09/22/2009,-31.973958,2.208541,-35.56,-26.2,96
BENM,09/23/2009,-32.004063,2.832061,-35.63,-25.52,96
BENM,09/24/2009,-30.147292,4.174481,-34.93,-20.93,96
BENM,09/25/2009,-27.072604,4.305274,-33.72,-20.3,96
BENM,09/26/2009,-26.863438,2.733015,-30.87,-20.25,96
BENM,09/27/2009,-26.489688,4.611134,-32.21,-18.86,96
BENM,09/28/2009,-23.063125,3.284734,-28.4,-17.44,96
BENM,09/29/2009,-23.493438,2.651033,-27.7,-17.67,96
BENM,09/30/2009,-27.204896,1.779739,-30.71,-22,96
BENM,10/01/2009,-30.065833,2.075189,-33.46,-25.33,96
BENM,10/02/2009,-29.809792,4.045801,-35.74,-23.23,96
BENM,10/03/2009,-26.843958,.987136,-29.76,-25.42,96
BENM,10/04/2009,-26.3725,3.120604,-30.93,-21.24,96
BENM,10/05/2009,-25.836458,1.560392,-28.57,-23.19,96
BENM,10/06/2009,-26.258854,2.630368,-30.32,-17.78,96
BENM,10/07/2009,-27.125625,3.942682,-32.66,-20.81,96
BENM,10/08/2009,-25.148229,3.070503,-30.35,-19.33,96
BENM,10/09/2009,-28.594375,1.85188,-33,-25.95,96
BENM,10/10/2009,-23.087604,2.392199,-28.83,-19.21,96
BENM,10/11/2009,-16.637708,1.300633,-20.11,-14.92,96
BENM,10/12/2009,-15.668438,1.755152,-20.29,-12.35,96
BENM,10/13/2009,-20.135208,2.784332,-25.69,-15.84,96
BENM,10/14/2009,-19.518438,2.66872,-23.48,-14.96,96
BENM,10/15/2009,-21.584271,2.42267,-25.42,-16.28,96
BENM,10/16/2009,-24.338021,2.665136,-28.99,-20.1,96
BENM,10/17/2009,-26.326875,2.663974,-30.78,-23.28,96
BENM,10/18/2009,-23.342604,3.104445,-28.22,-19.65,96
BENM,10/19/2009,-23.289688,2.465647,-27.18,-19.82,96
BENM,10/20/2009,-25.647708,2.0198,-29.07,-22.65,96
BENM,10/21/2009,-24.718854,2.610066,-28.88,-21.12,96
BENM,10/22/2009,-20.350833,3.613803,-26.23,-16.31,96
BENM,10/23/2009,-19.31875,2.434751,-23.35,-15.03,96
BENM,10/24/2009,-21.958229,1.60978,-25.11,-17.98,96
BENM,10/25/2009,-23.805833,.879662,-26.23,-22.7,96
BENM,10/26/2009,-23.881875,2.616698,-28.73,-21.03,96
BENM,10/27/2009,-22.613125,3.051143,-28.11,-19,96
BENM,10/28/2009,-22.929688,.894742,-24.62,-21.39,96
BENM,10/29/2009,-21.662083,2.278524,-25.46,-18.92,96
BENM,10/30/2009,-20.373438,2.067052,-24.46,-17.36,96
BENM,10/31/2009,-20.245417,2.011112,-25.35,-17.34,96
BENM,11/01/2009,-17.140208,1.856935,-20.01,-13.9,96
BENM,11/02/2009,-20.654896,1.792018,-24.44,-17.65,96
BENM,11/03/2009,-18.089063,1.410937,-20.38,-16.25,96
BENM,11/04/2009,-16.839896,1.347243,-19.48,-14.92,96
BENM,11/05/2009,-17.726771,2.33566,-22.47,-14.77,96
BENM,11/06/2009,-16.596979,2.157824,-20.19,-13.83,96
BENM,11/07/2009,-16.590833,1.737011,-20.09,-13.87,96
BENM,11/08/2009,-16.188229,1.551069,-18.11,-12.68,96
BENM,11/09/2009,-16.81625,2.071465,-21.21,-13.43,96
BENM,11/10/2009,-14.811771,2.28949,-19.13,-12.37,96
BENM,11/11/2009,-13.146875,1.354397,-16,-11.21,96
BENM,11/12/2009,-11.206667,2.798413,-15.95,-7.73,96
BENM,11/13/2009,-8.927813,1.305606,-10.59,-6.87,96
BENM,11/14/2009,-6.380208,.929501,-8.01,-4.66,96
BENM,11/15/2009,-5.266979,1.758755,-8.47,-2.61,96
BENM,11/16/2009,-4.288125,1.382043,-6.23,-1.52,96
BENM,11/17/2009,-6.380938,1.678471,-10.14,-3.79,96
BENM,11/18/2009,-8.454167,1.420496,-12.36,-6.41,96
BENM,11/19/2009,-13.268646,1.280541,-15.17,-10.62,96
BENM,11/20/2009,-10.748333,1.348081,-13.35,-8.26,96
BENM,11/21/2009,-10.133854,2.26864,-13.65,-6.91,96
BENM,11/22/2009,-8.048854,.85513,-9.46,-6.31,96
BENM,11/23/2009,-7.518646,1.292105,-9.62,-5.17,96
BENM,11/24/2009,-10.033958,.43002,-10.71,-8.84,96
BENM,11/25/2009,-8.176979,1.577066,-10.87,-5.93,96
BENM,11/26/2009,-9.320104,1.013808,-11.45,-7.52,96
BENM,11/27/2009,-10.714063,1.057787,-12.22,-8.9,96
BENM,11/28/2009,-10.110625,.898527,-11.94,-8.66,96
BENM,11/29/2009,-9.824792,.831583,-11.32,-8.4,96
BENM,11/30/2009,-8.984063,1.554876,-12.4,-6.76,96
BENM,12/01/2009,-6.390938,1.596598,-9.19,-4.19,96
BENM,12/02/2009,-6.9775,1.327707,-9.35,-4.47,96
BENM,12/03/2009,-8.574375,1.327096,-11.32,-6.59,96
BENM,12/04/2009,-7.174167,1.536608,-10.5,-4.79,96
BENM,12/05/2009,-4.494063,1.472097,-6.62,-1.85,96
BENM,12/06/2009,-6.129792,1.29586,-8.92,-4.36,96
BENM,12/07/2009,-5.474375,1.169756,-7.32,-3.15,96
BENM,12/08/2009,-6.904479,.924116,-8.27,-5.27,96
BENM,12/09/2009,-7.154479,.554283,-8.56,-6.32,96
BENM,12/10/2009,-9.001042,.493875,-9.61,-7.55,96
BENM,12/11/2009,-8.43375,.883755,-10.13,-7.12,96
BENM,12/12/2009,-9.546771,.865722,-11.32,-7.7,96
BENM,12/13/2009,-10.078333,1.199627,-12.44,-8.24,96
BENM,12/14/2009,-8.714063,1.146815,-10.6,-6.87,96
BENM,12/15/2009,-8.554688,.793794,-9.82,-6.85,96
BENM,12/16/2009,-8.393542,1.372757,-10.62,-6.3,96
BENM,12/17/2009,-9.202813,1.447002,-11.66,-6.98,96
BENM,12/18/2009,-6.653229,1.397742,-9.18,-4.69,96
BENM,12/19/2009,-6.419792,1.355207,-9.6,-3.5,96
BENM,12/20/2009,-10.913125,.551483,-12.04,-9.72,96
BENM,12/21/2009,-11.414688,.482166,-12.15,-10.34,96
BENM,12/22/2009,-11.909271,.708885,-12.96,-10.39,96
BENM,12/23/2009,-11.85625,1.274587,-14.19,-10.08,96
BENM,12/24/2009,-11.567604,.875552,-12.98,-10.1,96
BENM,12/25/2009,-11.74625,1.141023,-13.45,-9.56,96
BENM,12/26/2009,-10.123646,1.288175,-12.29,-7.76,96
BENM,12/27/2009,-8.607396,.976541,-10.54,-7.16,96
BENM,12/28/2009,-7.299479,.795935,-8.42,-5.91,96
BENM,12/29/2009,-6.857396,1.08835,-8.92,-5.5,96
BENM,12/30/2009,-6.957917,.83163,-8.19,-5.33,96
BENM,12/31/2009,-7.234479,1.110876,-8.87,-4.86,96
BENM,01/01/2010,-7.705,1.146516,-9.49,-5.6,96
BENM,01/02/2010,-5.983021,1.718013,-8.97,-3.32,96
BENM,01/03/2010,-7.606875,1.093625,-10.43,-6.14,96
BENM,01/04/2010,-9.819375,1.118431,-11.79,-7.21,96
BENM,01/05/2010,-9.133542,.885312,-10.28,-6.96,96
BENM,01/06/2010,-9.432083,.805075,-11.1,-7.66,96
BENM,01/07/2010,-7.723542,1.531284,-10.04,-5.52,96
BENM,01/08/2010,-6.842083,.703799,-7.83,-5.46,96
BENM,01/09/2010,-8.652917,.323012,-9.28,-7.94,96
BENM,01/10/2010,-9.410417,1.117551,-12.83,-7.75,96
BENM,01/11/2010,-7.611042,1.855273,-10.88,-5.05,96
BENM,01/12/2010,-7.462396,1.358664,-10.17,-5.36,96
BENM,01/13/2010,-8.398021,.961195,-10.1,-6.54,96
BENM,01/14/2010,-8.734167,1.157595,-11.19,-7.06,96
BENM,01/15/2010,-8.371042,1.381261,-10.54,-6.04,96
BENM,01/16/2010,-7.008958,1.377199,-9.38,-5.21,96
BENM,01/17/2010,-7.578438,1.546374,-10.99,-5.64,96
BENM,01/18/2010,-5.694167,.5756,-6.72,-4.32,96
BENM,01/19/2010,-5.510417,1.008471,-7.37,-3.38,96
BENM,01/20/2010,-6.590625,1.25444,-9.08,-4.42,96
BENM,01/21/2010,-5.209583,2.033611,-8.54,-2.08,96
BENM,01/22/2010,-3.924375,1.704826,-7.46,-1.5,96
BENM,01/23/2010,-7.394271,.641706,-8.77,-5.88,96
BENM,01/24/2010,-6.444063,1.277505,-8.91,-4.62,96
BENM,01/25/2010,-6.196667,1.194267,-9.15,-4.17,96
BENM,01/26/2010,-9.338438,.652489,-10.31,-8.3,96
BENM,01/27/2010,-7.857396,1.205748,-9.86,-5.97,96
BENM,01/28/2010,-9.208854,1.282591,-11.65,-7.39,96
BENM,01/29/2010,-9.421563,1.658598,-12.52,-6.84,96
BENM,01/30/2010,-9.934688,1.517712,-12.7,-7.97,96
BENM,01/31/2010,-10.799271,1.727849,-14.03,-8.32,96
BENM,02/01/2010,-10.838438,1.301522,-13.27,-8.95,96
BENM,02/02/2010,-12.731458,1.37865,-15.53,-11.11,96
BENM,02/03/2010,-11.066354,1.795747,-13.52,-7.93,96
BENM,02/04/2010,-10.3175,1.854687,-13.75,-7.34,96
BENM,02/05/2010,-9.786354,1.268206,-11.75,-7.91,96
BENM,02/06/2010,-9.074271,.440427,-10.1,-8.27,96
BENM,02/07/2010,-8.514792,1.465028,-10.71,-5.48,96
BENM,02/08/2010,-8.896563,2.64508,-15.6,-5.12,96
BENM,02/09/2010,-14.200417,.886801,-16.49,-12.98,96
BENM,02/10/2010,-12.971458,1.369622,-15,-10.64,96
BENM,02/11/2010,-12.073646,1.316086,-14.51,-9.45,96
BENM,02/12/2010,-12.420729,1.2212,-15.3,-11.07,96
BENM,02/13/2010,-11.485417,2.170108,-15.4,-8.78,96
BENM,02/14/2010,-11.984688,1.575857,-14.87,-9.77,96
BENM,02/15/2010,-15.302188,1.456439,-18.08,-13.08,96
BENM,02/16/2010,-16.884375,.779942,-18.51,-15.61,96
BENM,02/17/2010,-17.188542,.560541,-18.85,-15.63,96
BENM,02/18/2010,-17.872083,1.280789,-20.35,-14.41,96
BENM,02/19/2010,-17.522708,1.706615,-20.96,-15.14,96
BENM,02/20/2010,-20.50125,2.609007,-25.29,-16,96
BENM,02/21/2010,-20.509583,3.733365,-25.77,-14.04,96
BENM,02/22/2010,-19.884792,3.394727,-25.18,-15.64,96
BENM,02/23/2010,-18.655208,2.963084,-23.65,-13.58,96
